,Timestamps,AWS/EC2 NetworkIn,AWS/EC2 NetworkOut,System/Linux MemoryUtilization,AWS/EC2 CPUUtilization
34,1372640004,8.266666666666667,170.26666666666668,1764402.666666667,4.033333333333333
35,1372640304,6.666666666666668,138.33333333333334,1937766.666666667,2.2333333333333334
36,1372640604,4.333333333333333,73.4,2044022.4,23.0
37,1372640904,7.2,130.06666666666666,2544541.6,14.766666666666667
38,1372641204,11.933333333333335,171.06666666666666,1870656.8,8.266666666666666
39,1372641504,11.866666666666667,171.53333333333333,2083169.6,4.7
40,1372641804,7.8,171.4,1865065.6,4.0
41,1372642104,9.466666666666667,170.8,1761606.4,3.966666666666667
42,1372642404,8.866666666666667,174.86666666666667,1669329.866666667,4.1
43,1372642704,6.2,130.8,1817529.866666667,2.5
44,1372643005,2.8,40.86666666666667,1837102.4,4.3
45,1372643305,7.6,170.26666666666668,1803548.8,4.0
46,1372643605,9.066666666666666,170.4,1750421.066666667,4.1
47,1372643905,8.733333333333333,171.06666666666666,1828714.4,4.2
48,1372644205,9.466666666666667,170.73333333333332,1853880.8,5.033333333333333
49,1372644505,9.066666666666666,171.13333333333333,1870658.4,4.4
50,1372644805,7.0,143.13333333333333,1946156.0,2.4333333333333336
51,1372645105,8.466666666666667,171.2,1853880.0,3.866666666666666
52,1372645405,1.8666666666666667,26.86666666666667,1862268.8,4.6
53,1372645705,7.666666666666668,170.4,1837103.2,3.933333333333333
54,1372646005,7.666666666666668,170.33333333333334,1652553.6,3.9
55,1372646305,6.2,170.33333333333334,1686108.8,3.866666666666666
56,1372646605,6.4,170.53333333333333,1591038.133333333,4.233333333333333
57,1372646905,0.13333333333333333,0.13333333333333333,1862269.6,2.2
58,1372647205,7.2666666666666675,170.26666666666668,1814733.6,4.0
59,1372647505,7.066666666666666,170.33333333333334,1881842.133333333,4.5
60,1372647805,7.0,170.86666666666667,1856677.866666667,9.5
61,1372648105,7.133333333333334,170.33333333333334,2239756.266666666,7.4
62,1372648405,5.7333333333333325,170.73333333333332,1870657.6,4.266666666666667
63,1372648705,6.266666666666668,170.26666666666668,1828714.666666667,4.433333333333334
64,1372649005,5.266666666666667,170.4,1848287.7333333327,4.033333333333333
65,1372649305,5.2,170.26666666666668,1831510.666666667,4.133333333333333
66,1372649605,4.866666666666666,170.26666666666668,1842695.2,4.033333333333333
67,1372649905,4.8,78.33333333333333,1803548.5333333327,2.6333333333333333
68,1372650205,5.466666666666668,173.73333333333332,1979709.6,4.233333333333333
69,1372650505,5.066666666666666,176.06666666666663,1870658.133333333,3.866666666666666
70,1372650805,4.6,165.6,1965728.5333333327,4.333333333333333
71,1372651105,2.4,89.6,1926581.333333333,3.8
72,1372651405,5.2,170.6,1853880.5333333327,4.4
73,1372651705,4.666666666666667,170.33333333333334,1828714.133333333,3.933333333333333
74,1372652006,7.2,170.53333333333333,1820325.6,4.3
75,1372652306,5.8,170.6,1881842.133333333,4.0
76,1372652606,6.533333333333332,184.26666666666668,1957339.2,4.333333333333333
77,1372652906,8.733333333333333,180.66666666666663,1806345.6,6.2333333333333325
78,1372653206,8.133333333333333,173.8,1856676.8,4.8
79,1372653506,8.933333333333334,188.3333333333333,1988097.6,4.033333333333333
80,1372653806,8.266666666666667,177.33333333333337,1867862.133333333,4.4
81,1372654106,9.666666666666666,178.06666666666663,2130705.333333333,6.766666666666668
82,1372654406,5.8,131.6,1996486.4,5.233333333333333
83,1372654706,2.4,44.26666666666666,2178241.066666667,5.166666666666666
84,1372655006,8.0,174.46666666666667,1879045.333333333,5.766666666666668
85,1372655306,8.6,177.26666666666668,2102742.4,6.533333333333334
86,1372655606,8.733333333333333,175.6,1744829.066666667,4.966666666666667
87,1372655906,7.2666666666666675,175.13333333333333,1993690.933333333,4.166666666666667
88,1372656206,8.866666666666667,175.86666666666667,2222978.4,6.8
89,1372656506,6.666666666666668,176.0,1736439.7333333334,5.166666666666666
90,1372656806,9.466666666666667,178.93333333333337,2222979.2,4.466666666666667
91,1372657106,6.933333333333334,177.2,2035633.866666667,6.166666666666666
92,1372657406,5.066666666666666,183.3333333333333,1890231.7333333327,3.466666666666667
93,1372657706,4.266666666666667,175.26666666666668,2113928.0,4.933333333333334
94,1372658006,5.666666666666668,179.66666666666663,2038430.4,4.633333333333333
95,1372658306,2.933333333333333,89.4,1971321.6,2.466666666666667
96,1372658606,7.866666666666666,177.4,2097149.6,4.3
97,1372658906,9.733333333333333,175.33333333333337,2113927.2,4.666666666666667
98,1372659206,7.333333333333332,172.2,1845492.0,4.266666666666667
99,1372659506,7.533333333333332,178.53333333333333,2105539.2,4.2
100,1372659806,6.466666666666668,189.26666666666668,1879046.4,4.166666666666667
101,1372660106,2.933333333333333,86.73333333333332,2141889.333333333,4.966666666666667
102,1372660407,6.4,175.2,1940562.133333333,4.4
103,1372660707,7.4,176.6,2069188.0,4.633333333333333
104,1372661007,7.8,178.33333333333337,2032836.5333333327,5.3
105,1372661307,6.133333333333334,176.4,2105538.666666666,4.633333333333333
106,1372661607,5.666666666666668,178.6,1920989.6,4.0
107,1372661907,14.266666666666667,188.26666666666668,1954543.4666666663,5.5
108,1372662207,10.266666666666667,194.3333333333333,2264922.666666666,4.5
109,1372662507,14.733333333333333,182.8,2097149.866666667,5.7333333333333325
110,1372662807,83.4,41.13333333333333,2208997.333333333,6.866666666666666
111,1372663107,48.06666666666667,133.13333333333333,2675964.0,14.633333333333333
112,1372663407,13.866666666666667,89.2,2323643.466666667,5.666666666666666
113,1372663707,9.266666666666667,208.13333333333333,1851083.7333333327,5.066666666666666
114,1372664007,16.466666666666665,228.9333333333333,1926581.6,5.7
115,1372664307,9.8,229.0,2074781.066666667,5.466666666666666
116,1372664607,12.066666666666665,185.66666666666663,1901416.266666666,4.066666666666666
117,1372664907,10.4,182.46666666666667,2113927.733333333,5.1
118,1372665207,48.8,223.9333333333333,2044022.666666667,5.366666666666666
119,1372665508,12.6,185.46666666666667,2085965.6,4.666666666666667
120,1372665808,7.866666666666666,184.26666666666668,2167054.933333333,5.133333333333334
121,1372666108,5.4,100.6,2172647.733333333,2.6
122,1372666408,10.066666666666666,158.0,2125111.733333333,4.766666666666667
123,1372666708,8.666666666666666,205.46666666666667,2158666.933333333,4.7
124,1372667008,4.866666666666666,96.93333333333334,1828714.133333333,4.166666666666667
125,1372667307,9.8,177.46666666666667,1988098.4,6.366666666666666
126,1372667607,10.066666666666666,175.0,2030041.6,7.9
127,1372667907,6.866666666666666,174.46666666666667,2600465.8666666667,7.233333333333332
128,1372668207,10.0,174.8,2550135.2,13.1
129,1372668507,7.533333333333332,174.46666666666667,2592077.6,7.533333333333334
130,1372668807,6.466666666666668,175.53333333333333,2222979.2,5.233333333333333
131,1372669107,9.533333333333333,175.13333333333333,2172647.2,5.7333333333333325
132,1372669407,6.866666666666666,175.73333333333332,2164258.4,4.6
133,1372669707,12.866666666666667,184.2,2231368.0,5.933333333333334
134,1372670007,9.933333333333334,187.4,2365585.6,4.866666666666667
135,1372670307,18.266666666666666,188.46666666666667,2122315.2,6.266666666666668
136,1372670607,24.86666666666667,198.8,2357196.8,6.966666666666666
137,1372670907,48.4,460.53333333333336,2228572.266666666,6.7333333333333325
138,1372671207,15.533333333333333,179.46666666666667,2357197.6,5.3
139,1372671508,10.066666666666666,181.73333333333332,2301272.0,6.0
140,1372671808,14.4,156.93333333333334,2097149.866666667,4.0
141,1372672108,7.866666666666666,91.8,2592077.8666666667,5.666666666666666
142,1372672408,17.866666666666667,137.53333333333333,2234164.8,5.133333333333334
143,1372672708,12.666666666666664,179.86666666666667,2155870.1333333333,4.833333333333333
144,1372673008,10.6,178.46666666666667,2024449.066666667,4.666666666666667
145,1372673308,14.4,178.2,2248145.333333333,4.733333333333333
146,1372673608,42.86666666666667,201.3333333333333,2323641.6,5.7
147,1372673908,19.866666666666667,188.53333333333333,2312456.533333333,6.633333333333334
148,1372674208,9.266666666666667,190.13333333333333,2304068.266666666,5.266666666666667
149,1372674508,5.666666666666668,45.6,1901416.266666666,4.966666666666667
150,1372674808,8.4,93.06666666666666,2401935.733333333,13.266666666666667
151,1372675108,8.933333333333334,68.73333333333333,2359993.066666667,5.2
152,1372675408,12.533333333333333,179.73333333333332,1736440.0,6.266666666666668
153,1372675708,14.333333333333336,181.0,2164258.933333333,4.533333333333333
154,1372676008,19.066666666666666,182.6,2181036.533333333,5.033333333333333
155,1372676308,12.4,184.46666666666667,2130704.266666666,4.933333333333334
156,1372676608,109.0,179.6,2172647.2,5.666666666666666
157,1372676908,8.866666666666667,179.06666666666663,2211794.933333333,4.666666666666667
158,1372677208,9.0,182.06666666666663,1867861.866666667,4.966666666666667
159,1372677508,8.4,183.73333333333332,2113927.466666667,5.133333333333334
160,1372677808,7.2666666666666675,179.33333333333337,2161463.2,4.6
161,1372678108,10.733333333333333,185.26666666666668,2309661.066666667,5.0
162,1372678408,17.866666666666667,169.73333333333332,2264922.666666666,8.9
163,1372678708,9.6,190.2,2530562.4,10.166666666666666
164,1372679009,13.2,192.2,2483026.1333333333,17.733333333333334
165,1372679309,8.133333333333333,105.53333333333332,2449472.0,3.933333333333333
166,1372679609,7.933333333333334,152.93333333333334,2097150.4,4.4
167,1372679909,7.8,183.13333333333333,2122316.0,4.733333333333333
168,1372680209,17.066666666666666,164.46666666666667,2172647.2,4.966666666666667
169,1372680509,9.733333333333333,133.06666666666666,2298476.8,5.233333333333333
170,1372680809,20.066666666666666,186.9333333333333,2206201.6,5.7333333333333325
171,1372681109,25.6,179.8,1962933.066666667,5.533333333333334
172,1372681409,9.266666666666667,182.9333333333333,2214589.6,5.8
173,1372681709,13.133333333333333,180.06666666666663,2058003.2,4.533333333333333
174,1372682009,2.8,28.0,2155871.2,6.666666666666666
175,1372682309,21.86666666666667,168.2,2625632.8,13.833333333333332
176,1372682609,15.466666666666667,190.8,2231368.533333333,6.433333333333334
177,1372682909,13.0,188.13333333333333,2038429.333333333,4.766666666666667
178,1372683209,13.666666666666664,190.2,2077576.266666666,5.0
179,1372683509,8.266666666666667,179.73333333333332,2102742.4,4.566666666666666
180,1372683809,8.266666666666667,185.8,1979709.333333333,4.9
181,1372684109,7.0,180.9333333333333,1800752.5333333334,4.366666666666667
182,1372684409,4.866666666666666,81.93333333333334,1951748.0,3.3
183,1372684709,58.6,140.46666666666667,2167056.0,4.966666666666667
184,1372685009,7.066666666666666,177.33333333333337,2058002.933333333,5.566666666666666
185,1372685309,8.0,178.73333333333332,2002078.933333333,4.9
186,1372685609,30.4,193.9333333333333,2270514.4,5.7
187,1372685909,4.933333333333334,176.0,2211794.933333333,4.6
188,1372686209,44.8,182.8,2167055.2,5.933333333333334
189,1372686509,11.2,208.4,2085964.8,5.166666666666666
190,1372686810,27.6,191.53333333333333,1823121.6,4.833333333333333
191,1372687110,62.0,189.3333333333333,1971321.333333333,5.033333333333333
192,1372687410,7.533333333333332,89.4,2083169.066666667,3.6
193,1372687710,16.6,184.4,2206201.333333333,4.966666666666667
194,1372688010,22.2,208.3333333333333,2030040.8,5.233333333333333
195,1372688310,18.4,193.06666666666663,2044022.4,5.0
196,1372688610,14.0,192.53333333333333,2155870.4,5.366666666666666
197,1372688910,28.8,183.9333333333333,2136297.6,5.6
198,1372689210,15.866666666666667,183.4,2181036.8,5.7
199,1372689510,15.133333333333333,180.13333333333333,2211794.4,9.3
200,1372689810,14.6,182.8,2538950.1333333333,9.0
201,1372690110,16.733333333333334,182.3333333333333,2399139.733333333,13.266666666666667
202,1372690410,17.533333333333335,189.13333333333333,2508191.2,13.866666666666667
203,1372690710,10.933333333333335,182.53333333333333,2390751.2,4.866666666666667
204,1372691010,112.93333333333334,184.3333333333333,2071983.2,6.4
205,1372691310,8.8,85.2,2080372.0,3.033333333333333
206,1372691610,5.133333333333334,103.4,2113927.2,4.533333333333333
207,1372691910,11.2,181.46666666666667,1879046.4,4.4
208,1372692210,13.0,178.33333333333337,2139092.8,5.1
209,1372692510,12.333333333333336,178.93333333333337,1845492.0,4.566666666666666
210,1372692810,7.8,182.4,2164258.4,5.166666666666666
211,1372693110,9.933333333333334,178.2,2273310.4,15.166666666666668
212,1372693410,9.0,178.33333333333337,2021652.0,7.6
213,1372693710,7.533333333333332,179.93333333333337,2354400.533333333,4.833333333333333
214,1372694010,7.466666666666668,180.26666666666668,1851084.5333333327,4.866666666666667
215,1372694310,6.533333333333332,99.26666666666668,1890231.4666666663,3.4
216,1372694610,6.866666666666666,97.4,2181035.733333333,4.733333333333333
217,1372694911,13.133333333333333,192.86666666666667,2041226.666666667,5.133333333333334
218,1372695211,11.0,185.86666666666667,2222979.2,6.433333333333334
219,1372695511,16.533333333333335,189.3333333333333,2214590.1333333333,4.766666666666667
220,1372695811,10.266666666666667,177.73333333333332,1979709.333333333,4.766666666666667
221,1372696111,9.133333333333333,182.4,1971321.066666667,5.266666666666667
222,1372696411,7.933333333333334,181.46666666666667,2125112.8,5.3
223,1372696711,7.4,179.73333333333332,2044022.133333333,14.233333333333333
224,1372697011,14.466666666666667,233.13333333333333,2516580.266666666,8.5
225,1372697311,9.333333333333334,178.46666666666667,2167056.0,5.7
226,1372697611,10.0,177.53333333333333,2071983.7333333327,6.033333333333334
227,1372697911,7.2,176.93333333333337,2189424.8,5.366666666666666
228,1372698211,146.33333333333334,205.66666666666663,2080373.333333333,6.2
229,1372698511,8.466666666666667,174.73333333333332,2144686.666666666,4.633333333333333
230,1372698811,9.2,176.06666666666663,2186628.266666666,4.533333333333333
231,1372699111,9.133333333333333,176.66666666666663,1993690.666666667,4.166666666666667
232,1372699411,3.066666666666667,18.866666666666667,1923785.866666667,2.2333333333333334
233,1372699711,6.7333333333333325,158.46666666666667,2144685.066666667,4.1
234,1372700011,8.733333333333333,174.8,1957340.0,4.3
235,1372700311,7.133333333333334,174.86666666666667,1904212.0,4.066666666666666
236,1372700611,11.533333333333333,176.26666666666668,2153073.333333333,14.466666666666667
237,1372700911,13.666666666666664,175.66666666666663,2387956.0,7.833333333333334
238,1372701211,7.8,180.0,2111131.2,4.1
239,1372701511,8.733333333333333,176.66666666666663,1915397.6,4.633333333333333
240,1372701811,2.7333333333333334,65.53333333333333,1946154.666666667,2.8666666666666667
241,1372702111,7.933333333333334,205.53333333333333,1934970.933333333,4.533333333333333
242,1372702411,5.466666666666668,106.06666666666666,2027244.5333333327,4.666666666666667
243,1372702711,7.866666666666666,175.06666666666663,1990894.133333333,4.666666666666667
244,1372703011,9.666666666666666,177.8,2197812.8,5.4
245,1372703311,6.6,176.2,1898619.4666666663,5.033333333333333
246,1372703611,7.8,178.86666666666667,2147482.4,5.8
247,1372703911,6.333333333333332,179.66666666666663,2130704.8,4.833333333333333
248,1372704211,10.8,175.86666666666667,2049614.666666667,6.033333333333334
249,1372704511,7.2,177.26666666666668,1971320.8,4.966666666666667
250,1372704811,5.333333333333333,174.66666666666663,2164259.2,4.266666666666667
251,1372705111,6.2,176.06666666666663,2071984.0,4.5
252,1372705411,5.666666666666668,174.53333333333333,2105538.4,4.566666666666666
253,1372705711,5.133333333333334,175.86666666666667,1862269.6,6.133333333333334
254,1372706011,4.066666666666666,97.2,1786772.0,3.866666666666666
255,1372706311,6.866666666666666,183.8,1820327.2,4.1
256,1372706611,1.8666666666666667,70.46666666666667,1937766.4,4.266666666666667
257,1372706911,5.466666666666668,175.46666666666667,1811937.333333333,4.833333333333333
258,1372707211,6.6,175.0,2010467.7333333327,4.6
259,1372707511,5.7333333333333325,176.8,1725254.666666667,5.0
260,1372707811,8.2,175.0,1926582.4,5.766666666666668
261,1372708111,7.066666666666666,174.6,2125112.8,4.733333333333333
262,1372708411,7.066666666666666,174.66666666666663,2058002.933333333,4.366666666666667
263,1372708711,10.0,174.86666666666667,1890231.4666666663,4.7
264,1372709012,8.266666666666667,175.13333333333333,1714070.933333333,4.766666666666667
265,1372709312,7.8,174.93333333333337,1672127.4666666666,4.433333333333334
266,1372709612,8.466666666666667,175.33333333333337,1742031.7333333334,3.433333333333333
267,1372709912,7.333333333333332,175.66666666666663,2113928.0,5.2
268,1372710212,5.466666666666668,129.26666666666668,2133501.066666667,2.1666666666666665
269,1372710512,8.866666666666667,179.66666666666663,2002079.2,4.2
270,1372710812,2.8666666666666667,47.13333333333333,1820326.133333333,3.966666666666667
271,1372711112,7.866666666666666,175.86666666666667,1974117.333333333,4.2
272,1372711412,7.6,175.26666666666668,2080373.066666667,5.766666666666668
273,1372711712,7.533333333333332,174.8,2041226.666666667,3.966666666666667
274,1372712012,7.533333333333332,174.53333333333333,1792364.5333333334,4.466666666666667
275,1372712312,7.2666666666666675,174.66666666666663,1870658.4,4.433333333333334
276,1372712612,7.133333333333334,175.6,1884638.933333333,4.533333333333333
277,1372712912,9.4,176.0,1800752.8,4.066666666666666
278,1372713212,8.333333333333334,177.4,1806344.5333333327,4.8
279,1372713512,24.93333333333333,187.46666666666667,1988097.866666667,5.166666666666666
280,1372713812,6.866666666666666,174.93333333333337,2085965.6,5.4
281,1372714112,10.8,178.53333333333333,1856676.0,4.666666666666667
282,1372714412,3.2666666666666666,82.4,1876250.4,2.6333333333333333
283,1372714712,4.533333333333333,96.2,1898620.0,4.1
284,1372715012,10.333333333333334,175.06666666666663,1803549.066666667,4.2
285,1372715312,5.666666666666668,174.66666666666663,2004875.7333333327,4.0
286,1372715612,5.8,175.2,2060799.7333333327,4.8
287,1372715912,7.066666666666666,174.8,1800753.066666667,4.166666666666667
288,1372716212,6.666666666666668,175.93333333333337,1532317.066666667,4.5
289,1372716512,2.933333333333333,83.53333333333333,1778383.2,2.2666666666666666
290,1372716812,3.2666666666666666,94.66666666666669,1954543.2,4.333333333333333
291,1372717112,5.4,174.6,1904212.0,4.633333333333333
292,1372717413,5.333333333333333,174.66666666666663,1728050.4,4.6
293,1372717713,6.266666666666668,174.73333333333332,1677720.0,4.566666666666666
294,1372718013,5.533333333333332,174.8,1979708.8,4.766666666666667
295,1372718313,5.6,174.6,2038430.4,4.6
296,1372718613,1.6666666666666667,15.2,1870657.6,5.8
297,1372718913,5.066666666666666,85.66666666666667,2222979.2,10.9
298,1372719213,4.6,73.6,1795159.2,5.033333333333333
299,1372719513,6.133333333333334,174.66666666666663,2021652.0,5.3
300,1372719813,8.8,175.8,2080372.0,7.2666666666666675
301,1372720113,9.333333333333334,138.2,2021652.8,6.266666666666668
302,1372720413,12.333333333333336,213.46666666666667,2225775.466666667,6.3
303,1372720713,8.266666666666667,174.66666666666663,2239755.466666667,5.3
304,1372721013,3.933333333333333,77.4,2217387.466666667,3.2
305,1372721313,4.466666666666667,97.2,2113927.2,6.2
306,1372721613,9.533333333333333,174.8,2278902.666666666,6.533333333333334
307,1372721913,8.333333333333334,174.66666666666663,2150278.4,4.2
308,1372722213,11.2,163.73333333333332,2094353.6,13.8
309,1372722513,7.933333333333334,186.2,2049615.2,5.0
310,1372722813,6.866666666666666,174.6,1786770.4,4.7
311,1372723113,5.2,174.6,1873453.6,4.333333333333333
312,1372723413,0.26666666666666666,0.3333333333333333,1988097.866666667,5.333333333333334
313,1372723713,10.2,174.46666666666667,2150277.8666666667,11.3
314,1372724013,10.2,197.46666666666667,2555727.466666667,22.166666666666664
315,1372724313,6.533333333333332,153.06666666666666,2583688.8,17.6
316,1372724613,8.266666666666667,198.9333333333333,2466248.533333333,14.9
317,1372724913,8.866666666666667,180.46666666666667,2376769.8666666667,22.133333333333336
318,1372725213,8.066666666666666,176.26666666666668,2474637.6,20.266666666666666
319,1372725513,9.333333333333334,223.53333333333333,2407528.0,8.733333333333334
320,1372725813,3.8,94.13333333333334,1907007.7333333327,4.6
321,1372726113,4.933333333333334,174.66666666666663,2080373.066666667,4.3
322,1372726414,5.6,174.66666666666663,1825917.6,4.1
323,1372726714,6.6,174.53333333333333,1962932.0,4.2
324,1372727014,5.7333333333333325,174.66666666666663,2206201.8666666667,21.7
325,1372727314,6.466666666666668,174.66666666666663,2818569.6,16.666666666666668
326,1372727614,5.533333333333332,175.06666666666663,2214590.4,5.266666666666667
327,1372727914,4.4,174.66666666666663,2004876.0,5.3
328,1372728214,5.0,174.53333333333333,1904212.0,4.333333333333333
329,1372728514,8.0,174.53333333333333,1946154.4,4.5
330,1372728814,8.333333333333334,178.2,1728052.0,4.733333333333333
331,1372729114,8.6,178.06666666666663,1887435.2,4.6
332,1372729414,10.6,174.86666666666667,2018856.0,6.833333333333334
333,1372729714,9.4,126.0,2466248.8,8.566666666666666
334,1372730014,15.066666666666665,253.8,2248144.8,7.833333333333334
335,1372730314,3.2,65.53333333333333,1879045.6,3.9
336,1372730614,128.0,194.92857142857144,1995288.5714285718,7.357142857142858
337,1372730914,8.333333333333334,174.66666666666663,2099946.1333333333,28.366666666666664
338,1372731214,3.1428571428571432,42.357142857142854,2424306.1333333333,25.4
339,1372731514,10.533333333333333,174.93333333333337,3772076.0,12.666666666666668
340,1372731814,7.866666666666666,179.0,2558524.533333333,5.533333333333334
341,1372732114,8.666666666666666,174.86666666666667,1873454.933333333,4.7
342,1372732414,8.8,174.66666666666663,1694497.333333333,3.966666666666667
343,1372732714,8.733333333333333,174.53333333333333,1761604.8,4.1
344,1372733014,9.133333333333333,176.13333333333333,1795160.5333333334,4.6
345,1372733313,8.866666666666667,174.73333333333332,1747624.8,4.233333333333333
346,1372733613,8.466666666666667,176.06666666666663,1697292.8,4.533333333333333
347,1372733913,4.133333333333334,78.86666666666666,1764401.866666667,2.6
348,1372734213,5.133333333333334,96.86666666666666,2035634.4,9.2
349,1372734514,5.533333333333332,89.26666666666668,2253737.333333333,6.966666666666666
350,1372734814,6.133333333333334,79.4,1616202.4,6.066666666666666
351,1372735114,10.133333333333333,180.06666666666663,1744828.5333333334,5.766666666666668
352,1372735414,9.4,175.26666666666668,1954544.5333333327,4.7
353,1372735714,6.7333333333333325,186.9333333333333,1974116.5333333327,4.533333333333333
354,1372736014,4.928571428571429,131.07142857142858,1863467.7142857143,2.464285714285713
355,1372736314,10.066666666666666,226.9333333333333,2013263.4666666663,5.7
356,1372736614,7.933333333333334,174.93333333333337,1940563.2,4.366666666666667
357,1372736914,4.8,92.46666666666668,1954544.0,2.533333333333333
358,1372737214,5.285714285714286,92.5,2097150.0,4.071428571428572
359,1372737514,7.733333333333332,176.06666666666663,1806344.8,4.0
360,1372737814,8.357142857142858,4.357142857142857,1848488.2857142857,4.392857142857142
361,1372738114,7.2142857142857135,190.78571428571428,1977313.1428571432,4.428571428571427
362,1372738414,5.533333333333332,175.06666666666663,1946156.266666666,4.466666666666667
363,1372738714,6.133333333333334,174.46666666666667,1912601.066666667,4.433333333333334
364,1372739014,5.2,176.33333333333337,1901416.0,4.766666666666667
365,1372739314,6.857142857142858,187.28571428571428,1689703.1428571432,4.678571428571427
366,1372739614,6.4,176.26666666666668,2141889.333333333,5.6
367,1372739914,7.666666666666668,179.53333333333333,1887434.4,7.966666666666666
368,1372740214,14.571428571428573,197.5,1917394.0,5.892857142857142
369,1372740514,11.142857142857142,200.07142857142856,2169052.8571428573,7.428571428571429
370,1372740814,4.933333333333334,176.46666666666667,1926582.4,4.933333333333334
371,1372741114,6.133333333333334,174.66666666666663,1811937.6,4.266666666666667
372,1372741414,9.066666666666666,185.2,1971320.8,4.7
373,1372741714,7.2142857142857135,189.35714285714286,2103141.714285714,4.285714285714286
374,1372742014,10.066666666666666,177.73333333333332,2024449.066666667,4.6
375,1372742314,5.933333333333334,174.73333333333332,1971320.8,4.6
376,1372742614,8.333333333333334,175.06666666666663,1686108.0,4.0
377,1372742914,4.466666666666667,93.93333333333334,1736440.0,2.2
378,1372743214,7.466666666666668,83.26666666666667,1820326.4,4.466666666666667
379,1372743514,8.866666666666667,175.33333333333337,1803548.8,4.4
380,1372743815,7.666666666666668,175.2,1943359.2,4.7
381,1372744115,7.866666666666666,174.73333333333332,1702884.0,4.533333333333333
382,1372744415,8.4,175.06666666666663,1750420.0,4.7
383,1372744715,7.466666666666668,176.13333333333333,1677719.7333333334,4.5
384,1372745015,8.0,176.06666666666663,1971320.8,4.833333333333333
385,1372745315,8.866666666666667,175.6,2071984.0,4.7
386,1372745615,11.133333333333333,179.93333333333337,1800753.066666667,4.933333333333334
387,1372745915,1.4,3.466666666666667,1845492.8,2.1333333333333333
388,1372746215,4.933333333333334,175.13333333333333,1716867.4666666666,4.2
389,1372746515,8.571428571428571,209.92857142857144,1797557.4285714286,4.8928571428571415
390,1372746815,9.428571428571429,195.64285714285717,1776585.4285714286,5.321428571428571
391,1372747115,9.133333333333333,182.2,2055208.0,5.366666666666666
392,1372747415,8.857142857142858,192.5,2121117.4285714286,13.821428571428573
393,1372747715,12.133333333333333,183.13333333333333,2021652.0,5.1
394,1372748015,8.533333333333333,185.8,1907008.5333333327,5.666666666666666
395,1372748315,11.133333333333333,189.53333333333333,2239756.0,5.866666666666666
396,1372748622,9.466666666666667,187.9333333333333,2102742.666666666,5.766666666666668
397,1372748922,9.866666666666667,185.4,1920989.6,5.0
398,1372749222,9.2,187.8,1960135.4666666663,4.766666666666667
399,1372749522,6.8,179.33333333333337,2077577.066666667,4.166666666666667
400,1372749822,27.6,194.73333333333332,2150278.1333333333,4.466666666666667
401,1372750122,7.666666666666668,179.13333333333333,2052411.7333333327,3.833333333333333
402,1372750422,20.266666666666666,191.9333333333333,2195017.333333333,6.466666666666666
403,1372750722,21.93333333333333,191.2,2326438.666666666,6.2333333333333325
404,1372751022,15.4,186.9333333333333,2195018.666666666,5.2
